OdorIdx,ListIdx,MolIdx,CAS,OdorTypeN,OdorDescriptorN
3491,7,3109,40789-98-8,480,480;224;319;427;210;121;141;51;354
3492,7,3110,40790-04-3,470,208;470;243
3493,7,3120,40853-53-0,257,434;329;257;538;208
3494,7,3122,40853-56-3,257,208;329;257;538
3495,7,3124,40878-72-6,480,480;75;355;145;80
3496,7,3127,40910-49-4,201,257;201;482;333;208;505;343
3497,7,3128,40917-00-8,,143;394;215;243
3498,7,3129,40918-97-6,40,272;126;430;201;482;40;95;470;127
3499,7,3130,40923-64-6,159,282;159;130;243;531;215
3500,7,3131,40942-73-2,201,307;201;272
3501,7,3139,41035-07-8,140,159;140;482;538
3502,7,3155,41114-00-5,482,259;482
3503,7,3158,41199-19-3,17,335;181;22;541;17
3504,7,3159,41199-19-3,17,18;335;181;337;22;17;343
3505,7,3160,41239-48-9,257,87;257;482
3506,7,3162,41247-05-6,352,
3507,7,3165,41270-80-8,215,236;215
3508,7,3175,41414-75-9,538,408;538;444
3509,7,3192,41453-56-9,243,191;243;482;486;531;161;322
3510,7,3198,41496-43-9,,358;17;9;178;155;482;201;130;243;408;322;538;169;208;215
3511,7,3202,41519-18-0,257,257;536;208;215;21
3512,7,3203,41519-23-7,215,381;311;243;503;523;482;25;505;215
3513,7,3209,41610-76-8,201,208;56;201;538
3514,7,3219,41654-15-3,215,159;215;482;538
3515,7,3220,41654-19-7,215,87;188;215
3516,7,3227,41678-36-8,538,395;257;538
3517,7,3235,41724-19-0,257,257;395;276;538;99;343;215;420
3518,7,3258,41803-21-8,348,348;518;427
3519,7,3260,41816-03-9,538,424;201;538;208;470;215
3520,8,0,41820-22-8,11,224;221;243;208;354
3521,8,2,41847-88-5,243,266;243;430
3522,8,6,41890-92-0,538,464;201;482;538;444
3523,8,7,41892-32-4,354,355;215;482
3524,8,8,41892-36-8,215,
3525,8,18,41981-71-9,348,348;243
3526,8,29,42075-45-6,480,480;482;505;215;80
3527,8,30,42078-65-9,257,536;257;482
3528,8,39,42134-50-9,130,191;130;464;215
3529,8,62,42288-75-5,201,259;430
3530,8,63,42348-12-9,87,87;312;482
3531,8,65,42370-07-0,82,82;329;257;25;538
3532,8,69,42436-07-7,243,49;518;430;279;259;201;243;531;322;483;505
3533,8,73,42474-44-2,480,480;354
3534,8,82,42604-12-6,538,18;178;180;538;99;17
3535,8,88,42822-86-6,257,226;257;491;430;201;243;286;215
3536,8,89,42822-86-6,257,329;257;190
3537,8,90,42824-62-4,538,178;541;525;538;17
3538,8,99,42919-64-2,480,80;221
3539,8,101,42968-14-9,82,82;215;57
3540,8,104,42998-51-6,215,25;215;536
3541,8,105,43039-98-1,69,102;348;69;402
3542,8,107,43052-87-5,201,329;399;201;482;243;326;57;25;538;470;215
3543,8,120,45019-28-1,319,319;403;283;115
3544,8,141,49576-57-0,215,215;243
3545,8,149,49773-24-2,243,329;480;189;243;215
3546,8,163,50306-18-8,243,314;334;243;326
3547,8,166,50363-43-4,480,11;480;502
3548,8,168,50373-36-9,257,226;257;491;430;201;243;286;215
3549,8,187,50607-64-2,243,163;130;243;482;236;215
3550,8,189,50623-57-9,201,358;30;430
3551,8,190,50626-02-3,215,112;215
3552,8,203,50647-08-0,181,228
3553,8,223,50746-09-3,215,482;215;480
3554,8,224,50746-10-6,480,87;97;480;142;320;505;354
3555,8,232,50816-18-7,201,430;307;175;19;391;386
3556,8,236,50862-12-9,215,25;215
3557,8,247,50980-84-2,215,79;215;482
3558,8,260,51100-54-0,216,518;105;277;334;531;216
3559,8,261,51115-63-0,257,363;257;201;243;538;40
3560,8,262,51115-64-1,215,30;381;231;25;505;470;215;438
3561,8,263,51115-67-4,329,325;329;147
3562,8,264,51115-70-9,147,329;147
3563,8,274,51154-96-2,140,282;159;482;531;140;327
3564,8,285,51193-77-2,348,348
3565,8,305,51325-37-2,243,130;243
3566,8,308,51352-68-2,505,327;505;171;215
3567,8,309,51371-47-2,201,201;430
3568,8,313,51411-24-6,201,201;215;243
3569,8,329,51532-26-4,257,143;257;430;215
3570,8,331,51534-36-2,130,191;201;130;243;531
3571,8,332,51534-66-8,480,480;354;243;337;505;215
3572,8,336,51566-62-2,130,201;130;326;291;531;208
3573,8,340,51595-91-6,538,538;520
3574,8,344,51608-18-5,282,30;282;157;159;140;377
3575,8,346,51652-47-2,531,191;531;430
3576,8,349,51685-39-3,201,201
3577,8,350,51685-40-6,243,243
3578,8,352,51755-66-9,480,480;518;288;526;181;243;326;470;415
3579,8,353,51755-70-5,427,191;243;145;427
3580,8,355,51755-83-0,480,214;480;115;319;142;215;451
3581,8,356,51755-85-2,480,480;518;243;505;470;415
3582,8,385,52019-78-0,181,36;243;57;326;334;426
3583,8,394,52089-55-1,215,215;243
3584,8,405,52210-18-1,201,522;201;482;57;538
3585,8,436,52392-64-0,40,139;482;40;470;215
3586,8,440,52435-37-7,243,208;201;161;243
3587,8,447,52474-60-9,130,238;9;130;368;333
3588,8,448,52475-86-2,9,9;257;135;368
3589,8,449,52475-89-5,9,358;209;9;368;215;135
3590,8,455,52514-66-6,517,463;159;482;517
3591,8,456,52514-67-7,517,394;159;482;517
3592,8,459,52517-67-6,201,208;201;130
3593,8,463,52557-97-8,40,243;198;395;538;343;215
3594,8,489,52704-36-6,191,87;79
3595,8,497,52788-71-3,215,420;201;482;430
3596,8,498,52789-73-8,201,430;259;201;482;196;348;215
3597,8,507,52884-63-6,480,
3598,8,524,53018-24-9,215,257;243;482;322;215
3599,8,526,53046-97-2,243,353;518;243;482;260;161;531;322
3600,8,527,53053-51-3,480,480;105;396;215;80
3601,8,528,53082-57-8,215,215;536;430
3602,8,529,53082-58-9,538,457;201;103;538;101
3603,8,543,53163-97-6,348,348;427
3604,8,556,53243-60-0,130,291;130
3605,8,561,53263-56-2,87,87;482
3606,8,562,53263-58-4,309,87;309
3607,8,568,53338-05-9,257,17;257;482;208;286
3608,8,574,53398-78-0,243,438;215;243
3609,8,575,53398-80-4,243,381;159;243;25;408;215;413
3610,8,577,53398-83-7,243,30;240;191;363;41;243;25;195;154;426;215
3611,8,579,53398-85-9,243,381;481;482;243;57;4;25;208;215
3612,8,580,53398-86-0,243,143;257;243;531;343;135
3613,8,581,53398-87-1,243,240;381;279;243;57;33;505;215
3614,8,584,53399-81-8,215,470;147;41;482;243;505;396;188;215;415
3615,8,595,53448-07-0,215,9;191;130;243;360;531;208;215
3616,8,600,53475-15-3,480,353;191;480;181;404;327
3617,8,602,53488-14-5,243,201;243;482
3618,8,606,53498-32-1,243,49;226;518;432;348;346;243;181
3619,8,615,53538-27-5,480,
3620,8,631,53626-94-1,480,374;480;179;505;215
3621,8,647,53751-40-9,201,430;201;482;57;208
3622,8,652,53767-93-4,130,56;300;130;286
3623,8,658,53823-06-6,10,10
3624,8,668,53833-30-0,243,181;159;243;518
3625,8,670,53833-32-2,75,75;427
3626,8,671,53833-33-3,243,329;257;243;518
3627,8,678,53850-34-3,352,
3628,8,690,53897-60-2,480,356;221;11;354;215
3629,8,706,53950-85-9,329,329;482;243;251;525;538;343
3630,8,722,54082-68-7,9,9;201;243;333;531;530;266
3631,8,723,54089-83-7,201,298;201;130;482;333;326
3632,8,741,54300-08-2,348,348;254
3633,8,742,54300-09-3,402,87;254;402
3634,8,743,54300-10-6,427,31;243;427
3635,8,748,54306-00-2,243,28;215;243
3636,8,755,54340-90-8,243,154;342;257;243
3637,8,763,54393-36-1,181,181;257;482
3638,8,767,54410-83-2,243,348;243;288
3639,8,769,54411-06-2,215,181;215;57
3640,8,772,54440-17-4,257,314;394;257;499;439;289
3641,8,777,54464-57-2,538,18;394;178;277;541;538;99
3642,8,780,54484-73-0,243,201;181;243;343;216
3643,8,788,54546-26-8,257,257;243;46;103;470
3644,8,798,54644-28-9,480,480;145;427
3645,8,799,54653-25-7,215,396;215
3646,8,808,54717-12-3,480,480;145;427
3647,8,811,54717-17-8,480,191;427;11;290;210;453;354
3648,8,824,54814-64-1,140,282;257;159;482;140;215;377
3649,8,825,54815-13-3,9,201;9;430
3650,8,826,54830-99-8,257,295;243;395;538;99
3651,8,842,54889-48-4,243,353;191;130;243;538;470;215
3652,8,846,54934-99-5,319,319;38;463
3653,8,848,54947-74-9,191,282;191;159;337;531;398;327;171
3654,8,851,54957-02-7,319,191;480;75;427;319;71
3655,8,856,54982-83-1,335,335;482;22;531;135
3656,8,863,55013-32-6,470,470;482;517;140
3657,8,865,55031-15-7,348,253;427;378;348;346;482;121;337;380;72
3658,8,874,55050-40-3,9,274;9;201;62;291;293
3659,8,878,55066-48-3,201,226;430;201;243;333;208
3660,8,879,55066-49-4,9,9;298;243;531;538;208
3661,8,882,55066-56-3,499,22;257;499;482
3662,8,911,55253-28-6,257,82;329;257
3663,8,931,55418-52-5,201,271;201;156;482;57;256;408;215;420
3664,8,932,55444-65-0,215,25;215
3665,8,934,55449-44-0,215,171;215
3666,8,941,55487-20-2,480,
3667,8,948,55589-62-3,352,
3668,8,961,55704-78-4,319,64;403;283;115;354;451
3669,8,964,55719-85-2,243,353;257;430;288;482;243;343
3670,8,974,55764-22-2,201,505;201;215
3671,8,975,55764-23-3,480,319;480;283
3672,8,976,55764-25-5,319,184;480;75;427;319;210;320;145
3673,8,977,55764-28-8,427,427
3674,8,978,55764-31-3,518,518
3675,8,1028,56006-48-5,257,181;257
3676,8,1031,56011-02-0,243,288;147;243;326;266;208
3677,8,1054,56172-46-4,87,87;5;312;348;482;215;13
3678,8,1075,56269-22-8,243,322;161;243;9
3679,8,1093,56423-43-9,215,22;215;538
3680,8,1123,56578-18-8,531,201;531;430
3681,8,1144,56747-96-7,470,332;181;470;423
3682,8,1159,56797-44-5,456,456
3683,8,1161,56805-23-3,243,381;191;528;421;243;482;161;531;387;322;208;215
3684,8,1164,56836-93-2,201,430;325;201;243;333
3685,8,1178,56922-74-8,243,143;41;243;25;44;536;396;188;215
3686,8,1190,56973-85-4,243,533;219;181;243;341;266;208;396;215
3687,8,1194,57006-69-6,243,353;257;414;243;208;373
3688,8,1195,57006-87-8,536,65;438;536
3689,8,1205,57074-37-0,531,191;531;215
3690,8,1206,57082-24-3,538,181;178;470;538
3691,8,1210,57094-40-3,257,82;434;257;329;505;496
3692,8,1218,57124-87-5,319,480;115;427;52;319;11;320;51
3693,8,1225,57194-69-1,470,126;470
3694,8,1230,57246-60-3,243,387;243
3695,8,1238,57345-19-4,17,335;178;538;408;17
3696,8,1241,57371-42-3,470,201;251;525;40;470
3697,8,1242,57378-68-4,201,329;499;257;430;72;482;391;538;343;215;165
3698,8,1253,57461-21-9,201,201;243
3699,8,1261,57500-00-2,11,184;480;427;319;11;221;141;142;320;302;354
3700,8,1269,57568-60-2,470,525;470
3701,8,1272,57576-09-7,325,82;457;147;482;57;389;538;321;505
3702,8,1298,57743-63-2,470,470;482;538
3703,8,1310,57856-81-2,191,396;191;215;482
3704,8,1314,57893-27-3,257,238;374;257;311;487;130;493
3705,8,1316,57934-97-1,201,430;57;525;538;470;215
3706,8,1325,57967-72-3,257,238;374;257;311;487;130;493
3707,8,1326,57967-73-4,257,238;374;257;311;487;130;493
3708,8,1327,57967-74-5,257,238;374;257;311;487;130;493
3709,8,1333,58096-46-1,538,82;390;470;538
3710,8,1352,58214-97-4,40,126;482;408;40;127;474
3711,8,1359,58244-29-4,201,112;201;215;14
3712,8,1365,58296-81-4,9,531;9
3713,8,1369,58334-55-7,470,227;326
3714,8,1376,58430-94-7,257,163;366;482;538;470;215
3715,8,1382,58461-27-1,201,531;201;257;328
3716,8,1384,58475-04-0,201,282;191;201;130;531;327;215
3717,8,1398,58555-74-1,130,358;383;130;482;208
3718,8,1400,58567-11-6,17,18;178;180;538;99;17
3719,8,1404,58605-97-3,215,531;201;9;215
3720,8,1408,58625-96-0,271,271;438;482;57
3721,8,1431,58936-30-4,130,191;130;243
3722,8,1437,58985-02-7,395,495;300;201;130;395
3723,8,1438,58985-18-5,257,300;130;395;538;144
3724,8,1448,59020-85-8,11,480;221;141;354;451
3725,8,1449,59020-90-5,480,348;480;141
3726,8,1450,59021-02-2,87,320
3727,8,1454,59052-82-3,135,208;482;538;136
3728,8,1455,59056-62-1,17,441;538;520;17;444
3729,8,1456,59056-64-3,17,178;441;22;525;538;17
3730,8,1457,59056-70-1,17,178;441;538;520;99;17
3731,8,1468,59121-25-4,80,70;80
3732,8,1473,59151-19-8,201,37;272;201;482;135;23
3733,8,1476,59191-78-5,216,181;257;482;337
3734,8,1483,59230-57-8,257,56;257;482;208;215
3735,8,1491,59259-38-0,329,147
3736,8,1496,59285-67-5,215,191;482;79;215;377
3737,8,1501,59303-05-8,480,142;480;141
3738,8,1509,59323-76-1,505,480;219;354;396;243;505;215
3739,8,1510,59323-81-8,354,11;215
3740,8,1511,59324-17-3,505,356;480;221;505;354
3741,8,1514,59354-71-1,215,272;271;418;215;165
3742,8,1517,59376-58-8,191,191
3743,8,1524,59471-80-6,329,469;329;257
3744,8,1529,59558-23-5,22,340;272;251;243;22;192;544
3745,8,1538,59646-18-3,348,348;482
3746,8,1574,60047-17-8,201,82;257;337;395;40
3747,8,1577,60066-88-8,130,358;274;482;531;208
3748,8,1586,60160-17-0,536,65;536;143
3749,8,1599,60241-52-3,538,18;100;538;444
3750,8,1600,60241-53-4,538,18;522;201;538;99
3751,8,1601,60241-55-6,538,408;538;520
3752,8,1616,60335-71-9,201,226;430;201;243;326
3753,8,1620,60362-71-2,538,82;375;538
3754,8,1627,60415-61-4,215,30;257;41;482;215;94
3755,8,1628,60416-24-2,189,201;215;189
3756,8,1638,60512-85-8,40,17;57;475;40;505;215;127;377
3757,8,1639,60523-21-9,215,511;482;243;475;505;215;438
3758,8,1665,60763-41-9,201,272;9;189;201;243;215
3759,8,1666,60763-42-0,201,259;201;482;531;215
3760,8,1668,60770-00-5,22,22;201;544
3761,8,1670,60784-31-8,191,531;366;191;161
3762,8,1671,60788-25-2,201,9;430;298;305;482;333;531
3763,8,1677,60826-15-5,201,257;189;215
3764,8,1682,60856-83-9,215,208;59
3765,8,1683,60856-85-1,215,208;59
3766,8,1696,61114-24-7,470,137;470;215
3767,8,1697,61122-71-2,195,518;105;159;195;505;171
3768,8,1717,61295-41-8,319,319;320
3769,8,1718,61295-44-1,470,201;470
3770,8,1719,61295-50-9,319,319;320
3771,8,1730,61407-00-9,243,
3772,8,1738,61444-38-0,243,381;193;503;243;326;322;505
3773,8,1740,61444-41-5,243,363;288;279;294;243;326;35;215
3774,8,1750,61531-45-1,201,30;143;201
3775,8,1757,61675-72-7,427,171;145;427
3776,8,1762,61692-77-1,201,201;215
3777,8,1764,61692-79-3,201,538;366;430
3778,8,1766,61692-83-9,243,25;457;215;243
3779,8,1771,61699-38-5,257,353;272;257;531;208;343
3780,8,1772,61702-91-8,22,349;96;181;520;289
3781,8,1786,61759-64-6,215,430;482;243;538;215
3782,8,1839,61789-17-1,538,246;482;538
3783,8,1849,61789-42-2,538,17;538;99;40;100;423
3784,8,1865,61789-92-2,40,17;269;206;242;538;40;423
3785,8,1866,61789-92-2,423,332;533;243;40;470;423
3786,8,1867,61789-92-2,40,495;40;318
3787,8,1868,61789-92-2,40,495;243;276;538;40;470
3788,8,1869,61789-92-2,40,40;243;538;423
3789,8,1870,61789-92-2,40,40;470;423
3790,8,1873,61789-99-9,191,191
3791,8,2019,61792-11-8,130,291;144;326
3792,8,2020,61792-12-9,538,243;257;127;538
3793,8,2030,61837-77-2,480,
3794,8,2043,61920-45-4,538,452;257;181;243;541;215
3795,8,2049,61931-80-4,201,56;430;201;505;215
3796,8,2050,61931-81-5,243,518;288;482;243;523;531;322;505;215
3797,8,2053,62006-39-7,257,257;101
3798,8,2069,62079-29-2,22,340;22;538;128;439
3799,8,2078,62147-49-3,147,482;147
3800,8,2113,62395-45-3,243,226;257;130;243;482;541;538;505
3801,8,2117,62439-41-2,201,201;130;243;530;322;215
3802,8,2130,62488-55-5,191,191;348;105;13
3803,8,2131,62488-56-6,531,191;9;518;115;243;531;161;322;117
3804,8,2137,62563-80-8,538,178;482;429;538;520;408;444
3805,8,2170,63012-97-5,480,329;480;105;319;11;71;178;336;141;51;470;415
3806,8,2181,63095-33-0,159,79;159;140
3807,8,2182,63095-34-1,215,396;215
3808,8,2189,63187-91-7,352,
3809,8,2190,63196-63-4,243,322;243
3810,8,2191,63196-64-5,215,243;161;322;208;215
3811,8,2196,63253-24-7,517,517
3812,8,2203,63357-95-9,140,257;140;482;251
3813,8,2204,63357-96-0,140,191;482;140;327;465
3814,8,2205,63357-97-1,140,191;140;331
3815,8,2218,63449-64-9,243,257;243;288
3816,8,2219,63449-68-3,201,201;482;57;84;536;236;344;215
3817,8,2223,63450-30-6,348,348;346;243;208;380
3818,8,2227,63458-78-6,257,238;74;243;165
3819,8,2228,63458-80-0,243,238;329;288;243;215
3820,8,2229,63458-81-1,243,238;387
3821,8,2233,63500-71-0,201,201;333;62;208;343;135
3822,8,2256,63759-55-7,216,334;337;216
3823,8,2257,63767-86-2,201,299;430;201;333;531
3824,8,2268,63885-09-6,243,358;274;243;482;208
3825,8,2275,63986-03-8,480,355;221;480;354
3826,8,2276,64001-15-6,257,46;257;243;215
3827,8,2289,64165-57-7,201,257;430;201;482;215;94
3828,8,2292,64187-83-3,505,505;25;381;243
3829,8,2304,64275-73-6,243,464;528;181;243;334;530;322;208
3830,8,2326,64461-99-0,130,125;191;257;464;115;390;130;243;291;531;161
3831,8,2332,64549-15-1,243,329;257;518;243;46
3832,8,2334,64577-91-9,243,243;288;518
3833,8,2351,64677-46-9,243,334;181;243
3834,8,2352,64677-48-1,243,191;243;219
3835,8,2391,64988-06-3,201,201;243;433;470;215
3836,8,2406,65113-95-3,538,366;201;538;408;444
3837,8,2407,65113-99-7,538,99;482;538;444
3838,8,2413,65128-99-6,427,427
3839,8,2416,65155-45-5,201,257;201;286;538
3840,8,2431,65330-49-6,87,87;65;215;475
3841,8,2437,65405-67-6,470,201;126;470
3842,8,2438,65405-68-7,257,257;470;215
3843,8,2440,65405-70-1,130,358;310;9;191;487;130;243;208
3844,8,2441,65405-72-3,538,178;180;538;408;17
3845,8,2442,65405-73-4,531,9;430;368;531;135
3846,8,2443,65405-76-7,215,340;272;297;426;362;201;237;243;482;236;215
3847,8,2445,65405-77-8,201,257;201;243;326;40
3848,8,2446,65405-80-3,243,243;518
3849,8,2447,65405-84-7,366,499;366;22;538;289
3850,8,2448,65416-14-0,87,87;477;75;271;156;482;57;475;211;505;215
3851,8,2452,65416-24-2,257,40;525;470;257
3852,8,2453,65416-26-4,215,30;201;538;99;215;420
3853,8,2456,65416-59-3,201,538;201;215;181
3854,8,2457,65423-25-8,191,9;191;130
3855,8,2458,65442-31-1,22,349;96;181;520;289
3856,8,2459,65443-14-3,215,30;272;282;257;286;215;377
3857,8,2465,65504-93-0,427,145;427
3858,8,2466,65504-94-1,348,253;181;348;346;396;13
3859,8,2468,65504-96-3,215,215;536
3860,8,2469,65504-97-4,348,348;482
3861,8,2470,65505-16-0,141,320;141
3862,8,2471,65505-17-1,480,480;518;319;52;111;354
3863,8,2472,65505-18-2,348,348;139
3864,8,2473,65505-24-0,215,238;236;215
3865,8,2474,65505-25-1,40,40;482;154
3866,8,2478,65530-53-2,141,480;319;348;142;145
3867,8,2491,65588-69-4,17,18;335;457;178;243;372;395;538;99;17
3868,8,2496,65620-50-0,257,82;147;181;243;395;538
3869,8,2500,65652-33-7,243,220;201;272;243
3870,8,2510,65737-52-2,215,30;272;282;191;28;243;482;322;215;377
3871,8,2511,65767-22-8,243,226;326
3872,8,2514,65813-53-8,201,311;201;371;505;396;215
3873,8,2521,65887-08-3,243,278;356;533;518;449;48;70;243;80
3874,8,2524,65894-82-8,319,319;470;518
3875,8,2525,65894-83-9,480,480;75;150;139;346;243
3876,8,2528,65909-91-3,456,456
3877,8,2554,66062-78-0,538,375;257;181;482;538;520;208
3878,8,2556,66068-84-6,538,482;538;40;135;444
3879,8,2564,66072-32-0,538,482;538;40;135;444
3880,8,2581,66256-48-2,201,207;201;215
3881,8,2589,66327-54-6,243,9;130;243;326;531;208
3882,8,2593,66408-78-4,130,291;208;201;135
3883,8,2595,66427-21-2,257,238;520
3884,8,2596,66427-22-3,257,353;238;74;329
3885,8,2621,66576-71-4,215,353;189;396;243;482;505;215
3886,8,2632,66634-97-7,4,105;481;259;490;201;4;22;215
3887,8,2634,66642-86-2,243,130;243
3888,8,2651,66848-40-6,157,499;504;157
3889,8,2655,66912-24-1,201,191;522;201;257
3890,8,2661,67019-89-0,243,524;201;243;523
3891,8,2664,67028-40-4,215,251;408;112;215;72
3892,8,2666,67114-38-9,191,353;348;191;79
3893,8,2678,67233-91-4,215,191;215
3894,8,2686,67355-38-8,257,257;243;538
3895,8,2698,67452-27-1,201,353;274;358;470;430;201;188;215
3896,8,2705,67583-77-1,243,257;215;243
3897,8,2707,67601-05-2,201,56;430;482;208;215
3898,8,2711,67633-92-5,257,257;193;46;266;215;23
3899,8,2713,67633-94-7,201,48;243;341;266;422;483;40
3900,8,2715,67633-96-9,243,288;522;201;243;25;531;343
3901,8,2716,67633-97-0,480,238;97;214;480;253;427;11;348;264;326;404;320;354;451
3902,8,2718,67633-99-2,538,430;348;538;40;215
3903,8,2719,67634-00-8,215,219;217;243;396;215
3904,8,2721,67634-02-0,201,430;201;243;408;505
3905,8,2726,67634-07-5,243,257;288;243;208;123;135
3906,8,2729,67634-11-1,181,314;375;329;181;520;208
3907,8,2730,67634-12-2,201,298;362;201;482;208
3908,8,2731,67634-14-4,314,314;243;368;208;135
3909,8,2732,67634-15-5,314,314;243;368;208;135
3910,8,2733,67634-16-6,201,329;257;201;243;220;391;208
3911,8,2734,67634-17-7,201,329;257;201;243;220;391;208
3912,8,2735,67634-20-2,257,121;46;40;17;215;23
3913,8,2737,67634-22-4,201,238;201;482;538;154;93
3914,8,2738,67634-23-5,243,334;252;243;116
3915,8,2740,67634-25-7,130,238;201;130;243;220;391
3916,8,2742,67643-70-3,257,390
3917,8,2744,67662-96-8,201,226;430;432;61;470
3918,8,2745,67663-01-8,201,282;201;243;215;377
3919,8,2750,67674-36-6,243,353;243;161;369;208
3920,8,2753,67674-41-3,181,334;181;243
3921,8,2756,67674-46-8,215,464;239;522;130;243;538;208
3922,8,2759,67689-50-3,215,525;215;538
3923,8,2772,67701-33-1,189,257;189;8
3924,8,2773,67707-75-9,215,28;543;201;536;215
3925,8,2776,67715-80-4,505,505;396;243;219
3926,8,2778,67715-82-6,215,
3927,8,2779,67739-11-1,538,37;452;482;538;444
3928,8,2782,67746-30-9,215,191;88;390;178;243;429;101;470
3929,8,2804,67770-79-0,22,191;155;22;525;140;429
3930,8,2819,67785-76-6,201,202;310;201;243;266;483
3931,8,2820,67785-77-7,201,272;491;482;248;343
3932,8,2827,67801-20-1,538,335;538;444
3933,8,2834,67801-33-6,257,533;257;181;243;482;208
3934,8,2835,67801-36-9,22,22;272;192
3935,8,2837,67801-38-1,201,522;366;201;538
3936,8,2843,67801-44-9,201,353;191;201;208;236
3937,8,2846,67801-47-2,130,362;482;291;208;215
3938,8,2849,67801-64-3,470,257;201;243;538;470
3939,8,2850,67801-65-4,243,9;257;130;490;243;154
3940,8,2856,67828-71-1,538,538;141
3941,8,2857,67845-28-7,243,243;518
3942,8,2858,67845-30-1,243,240;353;243;208;470
3943,8,2861,67845-34-5,348,348;427
3944,8,2864,67845-42-5,130,240;459;533;130;538;208
3945,8,2866,67845-46-9,251,314;456;201;251;368;322
